Spcode	Cover
BROERE	2
BROMOL	1
CENJAC	0.5
DAUCAR	0.5
DAUCAR	1.5
DAUCAR	1.5
DAUCAR	1
ERYNGE	1
ERYNGE	0.5
GERDIS	1
GERDIS	0.5
GERROT	0.5
LEUVUL	1
LEUVUL	1
LEUVUL	1
MEDAR	2
MEDAR	2
MEDAR	2.5
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
MYORAM	0.1
MYORAM	0.5
Poa poilu	0.5
POAPRA	2
POAPRA	1
POATRI	1
POATRI	1
RANACR	1
RANACR	2
RANACR	2
RANACR	2
RANACR	0.5
RANACR	2
RANACR	1
RANACR	1
TAROFF	2
TRAPRA	2
TRIFLA	1
TRIFLA	1
TRIPRA	2
TRIPRA	2
VERBOF	0.1
ANTODO	1
ANTODO	1
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	3
ARRELA	4
ARRELA	3
ARRELA	1
ARRELA	2
ARRELA	1
BROERE	2
BROERE	3
BROERE	1
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
GALVER	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	0.5
GERROT	1
GERROT	0.5
GERROT	1
LEUVUL	1
MEDAR	5
MEDAR	4
MEDAR	2
MEDAR	4
MEDAR	4
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	4
PICECH	1
PICECH	2
PICHIE	0.5
PICHIE	1
PICHIE	2
PICHIE	1
PLALAN	0.5
PLALAN	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
RANACR	1
RANACR	1
RANACR	1
RANACR	0.5
RANACR	1
RANACR	0.5
RUMACE	1
SALPRA	1
TAROFF	2
TAROFF	2
TAROFF	1
TAROFF	2
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
VERPER	0.5
ARRELA	4
ARRELA	3
ARRELA	2
ARRELA	2
ARRELA	3
ARRELA	2.5
ARRELA	2.5
ARRELA	3
ARRELA	2
BROERE	2.5
BROERE	4
BROERE	1
BROERE	1.5
BROERE	2.5
BROMOL	1
BROMOL	0.5
BROMOL	0.5
CONARV	0.5
DACGLO	2
DACGLO	1
DACGLO	1.5
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
FESRUB	1
FESRUB	0.5
FESRUB	1
FESRUB	0.5
FESRUB	1.5
GALVER	1
GALVER	1
GALVER	1.5
GALVER	0.5
GALVER	1
GALVER	0.5
GERDIS	1
GERDIS	2.5
GERDIS	1
GERDIS	1
GERROT	1
GERROT	1
GERROT	1
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	1
PLALAN	1.5
PLALAN	1
PLALAN	1
PLALAN	1.5
POAANG	0.5
POAANG	1
POAPRA	1
POATRI	1
POATRI	1
POTREP	1
RANACR	1
RANACR	0.5
RANACR	0.5
RANACR	0.5
RANACR	0.5
SALPRA	1.5
SALPRA	1
SALPRA	2.5
SALPRA	1.5
SONCHUS	1
SONCHUS	0.5
SONCHUS	0.5
SONCHUS	1
TRAPRA	0.5
TRAPRA	2
TRIFLA	3
TRIFLA	3
TRIFLA	3
TRIFLA	2.5
TRIFLA	3
TRIFLA	2.5
TRIFLA	1
TRIPRA	1.5
TRIPRA	2
VERPER	1
VERPER	0.5
VERPER	0.5
ARRELA	1
ARRELA	1
ARRELA	1
BROERE	6
BROERE	3
BROERE	1
BROERE	2
BROERE	3
BROERE	7
BROERE	5
BROERE	6
CENJAC	1
CENJAC	1
DACGLO	2
DACGLO	1.5
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	2
DAUCAR	3
DAUCAR	0.5
DAUCAR	1.5
DAUCAR	1
GALVER	0.5
GALVER	1
GALVER	1
GALVER	1
GERDIS	0.5
LEUVUL	1
LEUVUL	1
LEUVUL	1
MEDAR	2
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	4
MEDAR	4
MEDAR	3
MEDAR	4
MEDAR	1.5
PICECH	1
PLALAN	2
PLALAN	2
PLALAN	1
PLALAN	1
PLALAN	1.5
PLALAN	2
PLALAN	1.5
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1.5
POATRI	1
POATRI	1
SALPRA	0.5
SALPRA	3
SALPRA	3
SALPRA	1.5
SALPRA	2
SALPRA	1
SALPRA	1
TRAPRA	1
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1.5
TRIPRA	1
VERPER	0.5
VERPER	1
VERPER	0.5
ACHMIL	1
ARRELA	5
ARRELA	1
ARRELA	1.5
ARRELA	3
ARRELA	2
ARRELA	2
BROERE	1
BROERE	5
BROERE	5
BROERE	2
BROERE	3
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GERDIS	1
GERDIS	1
GERROT	1
LEUVUL	0.5
LEUVUL	0.5
LEUVUL	1
MEDAR	1
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	1
MEDAR	2
MEDAR	2
MEDAR	2
ONOREP	1
ONOREP	1
PICHIE	1
PICHIE	1
PICHIE	1
PICHIE	1
PLALAN	1
PLALAN	1
PLALAN	2.5
PLALAN	1
POAANG	0.5
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
RANACR	0.5
RANACR	1
RANACR	2
RANACR	1
RANACR	2
RANACR	2
RANACR	1
SALPRA	1
SALPRA	1
SALPRA	1
SALPRA	0.5
SALPRA	2
TAROFF	0.5
TRAPRA	1.5
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIPRA	2
TRIPRA	1
TRIPRA	1
TRIPRA	1.5
VERBOF	0.5
VERBOF	1
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	1
ARRELA	2
ARRELA	1
ARRELA	1
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	1
BROERE	2
BROERE	2
BROERE	2
BROMOL	1
DACGLO	1
DACGLO	3
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	0.5
DAUCAR	2
GERDIS	3
GERDIS	1
GERDIS	2
GERDIS	0.5
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	3
GERROT	1
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	0.5
MEDAR	3
MEDAR	3
MEDAR	4
PLALAN	2
PLALAN	2
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
POAPRA	1
POAPRA	0.5
POAPRA	1
RANACR	2
RANACR	1
RANACR	1
RANACR	1
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	3
TRIPRA	1
ANTODO	2
ANTODO	1
ARRELA	2
ARRELA	2
ARRELA	4
ARRELA	4
ARRELA	4
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	4
BROERE	2
BROERE	2
BROERE	1
BROERE	1
BROERE	1
CRESp	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	2
DAUCAR	2
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
DAUCAR	1
ERYNGE	1
GERDIS	0.5
GERDIS	1
GERDIS	0.5
GERDIS	1
LEUVUL	2
LEUVUL	1
LEUVUL	1
LEUVUL	2
MEDAR	3
MEDAR	2
MEDAR	1
MEDAR	2
MEDAR	3
MEDAR	3
MEDAR	2
MYORAM	1
PICHIE	1
POAANG	1
POAANG	0.5
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1
RANACR	1
RANACR	1
RANACR	0.5
RANACR	1.5
RUMACE	1
SALPRA	1
SALPRA	2
SONCHUS	1
SONCHUS	2
TAROFF	1
TAROFF	0.5
TAROFF	0.5
TRAPRA	1
TRAPRA	1
TRIFLA	2
TRIFLA	2
TRIFLA	2
TRIFLA	2
TRIFLA	1
TRIFLA	2
TRIPRA	2
TRIPRA	1
VERPER	0.5
BROERE	2
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	3
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	1
GERROT	1
MEDAR	5
MEDAR	5
MEDAR	4
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	5
POAANG	1
POATRI	1
RANACR	0.5
RANACR	0.5
TAROFF	1
TRIFLA	1
VERPER	1
VERPER	0.5
VERPER	0.5
ANTODO	2
ANTODO	1
ARRELA	2
ARRELA	7
ARRELA	3
ARRELA	5
ARRELA	7
ARRELA	5
ARRELA	4
ARRELA	6
BROERE	1
BROERE	2
BROERE	2
BROERE	2
CONARV	0.5
CRESp	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	1
DAUCAR	1
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
ELYREP	1
ELYREP	1
ELYREP	1
FESRUB	3
FESRUB	1
GALVER	3
GALVER	2
GALVER	1
GALVER	1
GALVER	2
GALVER	2
GALVER	1
GALVER	1
GERDIS	2.5
GERDIS	2
GERDIS	2
GERDIS	2
GERDIS	2
LEUVUL	1
MEDAR	3
MEDAR	1
MEDAR	1
MEDAR	2
MEDAR	1
PLALAN	3
PLALAN	0.5
PLALAN	1
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	3
POATRI	2
RANACR	0.5
RANACR	1
RANACR	0.5
RANACR	0.5
SALPRA	1
SALPRA	1
SONCHUS	1
SONCHUS	1
TRIFLA	1
TRIFLA	1
TRIFLA	0.5
TRIFLA	2
TRIPRA	0.5
TRIPRA	1
VERBOF	1
VERPER	1
VERPER	1
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	1
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	1
ARRELA	2.5
BROERE	1
BROERE	1
BROERE	1
BROERE	3
BROMOL	0.5
CENJAC	1
CENJAC	2
CRESp	0.5
DACGLO	1
DACGLO	1
DACGLO	0.5
DAUCAR	0.5
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
DAUCAR	1
ELYREP	1
ERYNGE	0.5
ERYNGE	1
ERYNGE	1
ERYNGE	0.5
ERYNGE	1
FESARU	1
FESARU	1
FESARU	2
FESARU	1
GALVER	1
GALVER	1
GALVER	1.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GERDIS	2
GERDIS	1.5
GERDIS	0.5
GERDIS	1.5
GERDIS	1.5
GERDIS	2
GERDIS	1.5
GERDIS	2
LEUVUL	1
LEUVUL	1
MEDAR	1.5
MEDAR	2.5
MEDAR	2
MEDAR	2
MEDAR	1.5
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
PICHIE	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	2.5
PLALAN	1
POAANG	1
POAPRA	1
POATRI	2
POATRI	1
POATRI	2
POATRI	1
POATRI	1
RANACR	1
RANACR	0.5
RANACR	1.5
RANACR	1
RANACR	2
RANACR	1
RANACR	2
RUMACE	1
SALPRA	2
SALPRA	1
SALPRA	0.5
TRAPRA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	2
TRIFLA	2
TRIPRA	2
TRIPRA	1
TRIPRA	2
TRIPRA	2
TRIPRA	2
VERBOF	0.5
VERPER	0.5
VERPER	0.5
VERPER	0.5
VERPER	1
VERPER	1
VERPER	0.5
VICSAT	1
ARRELA	2
ARRELA	1
ARRELA	4
ARRELA	2
BROERE	2
BROERE	3
BROERE	2
BROERE	1
BROERE	2
BROERE	4
BROERE	4
BROERE	4
CENJAC	1
CENJAC	1
DACGLO	2
DACGLO	3
DACGLO	0.5
DAUCAR	1
DAUCAR	1.5
DAUCAR	1
DAUCAR	1
DAUCAR	2
DAUCAR	1
GALVER	1
GALVER	1
GALVER	1
GALVER	2
GALVER	2
GALVER	2
GALVER	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	0.5
GERROT	1
LEUVUL	3
MEDAR	1
MEDAR	1
MEDAR	3
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	1
PLALAN	1
PLALAN	1.5
PLALAN	2
PLALAN	2
POAANG	1
POAPRA	1
POAPRA	1
RANACR	2
RANACR	1
RANACR	1
RANACR	0.1
RUMACE	0.1
RUMACE	0.1
SALPRA	0.5
SALPRA	1
SALPRA	1
SONCHUS	0.1
TAROFF	1
TAROFF	1
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIPRA	2
TRIPRA	2
TRIPRA	3
VERPER	1
VERPER	0.1
VERPER	0.1
VERPER	0.1
ARRELA	1
BROERE	1
BROERE	1
BROERE	0.5
BROERE	1
BROERE	1
BROERE	1
BROERE	3
BROMOL	0.5
BROMOL	0.5
CENJAC	2
CENJAC	2
CENJAC	0.5
CENJAC	2
CENJAC	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1.5
DAUCAR	2
DAUCAR	2.5
DAUCAR	1
DAUCAR	1
ERYNGE	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	2
GERDIS	0.5
GERDIS	1.5
GERROT	1
LEUVUL	2
LEUVUL	1
MEDAR	5
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	4
MEDAR	3
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	2
POAPRA	0.5
RANACR	1
RANACR	1
RANACR	1
RANACR	1
RANACR	2
RANACR	1
SALPRA	1.5
TAROFF	1
TAROFF	1
TAROFF	2.5
TAROFF	1.5
TAROFF	2
TAROFF	1.5
TAROFF	1
TRAPRA	1
TRAPRA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1.5
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1.5
TRIPRA	2
VERBOF	1
ANTODO	1
ANTODO	2
ANTODO	5
ARRELA	4
ARRELA	4
ARRELA	3
ARRELA	4
ARRELA	4
ARRELA	6
ARRELA	4
ARRELA	4
ARRELA	4.5
BROERE	3
BROERE	2
BROERE	2
BROERE	0.5
BROERE	2
BROERE	2
BROMOL	0.5
CONARV	0.1
CONARV	0.5
DACGLO	2
DACGLO	2
DACGLO	2
DACGLO	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	2
DAUCAR	2
DAUCAR	1
DAUCAR	1
FESRUB	1
GALVER	2
GALVER	1
GALVER	1
GERDIS	2
GERDIS	1.5
GERDIS	2
GERDIS	1.5
GERDIS	1
GERROT	0.5
GERROT	0.1
GERROT	1
GERROT	2
GERROT	1
LEUVUL	0.5
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	1
MEDAR	2.5
MEDAR	1.5
MEDAR	4
PICHIE	1
PICHIE	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	1
PLALAN	2
PLALAN	2
POAANG	0.5
PoaPoilu	1
POAPRA	1
PRUVUL	1
RANACR	0.5
RANACR	1
RANACR	2
RANACR	0.5
RANACR	1
SALPRA	1
SALPRA	1.5
SALPRA	1
SALPRA	3
SALPRA	1.5
TAROFF	1
TAROFF	2
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	2
TRIPRA	1
TRIPRA	2
VERPER	0.1
ARRELA	6
ARRELA	4
ARRELA	3
ARRELA	4
ARRELA	3
ARRELA	5
ARRELA	2
ARRELA	5
BROERE	1
BROMOL	1
CENJAC	1
DACGLO	2
DACGLO	3
DACGLO	2
DACGLO	2
DACGLO	1.5
DACGLO	2
DACGLO	2
DAUCAR	0.5
FALVUL	0.5
GERDIS	0.5
GERDIS	1
GERDIS	2
GERDIS	1
GERDIS	2
GERDIS	2
GERDIS	2
GERDIS	0.5
GERROT	0.5
GERROT	1
LEUVUL	1
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	1
MEDAR	4
MEDAR	4
MEDAR	1
ONOREP	0.5
ONOREP	1
ONOREP	0.5
ONOREP	0.5
PLALAN	1.5
PLALAN	1
PLALAN	1
POAANG	1
POAPRA	1
POAPRA	2
POAPRA	1
POATRI	2
POATRI	2
POATRI	3
POATRI	1
POATRI	1
RANACR	0.5
RANACR	0.5
RANACR	0.5
RANACR	0.5
SALPRA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1
VERBOF	0.5
VERBOF	0.5
ACHMIL	1
ACHMIL	1.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	1.5
ACHMIL	1
ACHMIL	1.5
ARRELA	4
ARRELA	2
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	1
BROERE	2
BROERE	2
BROERE	1
BROERE	1
BROERE	1
BROERE	1
DACGLO	2
DACGLO	1.5
DACGLO	2
DACGLO	2
DACGLO	1.5
DACGLO	1
DACGLO	0.5
GALVER	1.5
GALVER	1
GALVER	2
GALVER	2
GALVER	1.5
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	2
GERDIS	1
GERDIS	0.5
GERROT	0.5
GERROT	1
LEUVUL	1
LOLPER	1
MEDAR	1
MEDAR	1
MEDAR	2
MEDAR	3
MEDAR	2.5
MEDAR	1
MEDAR	1
MEDAR	3
ONOREP	1
ONOREP	1
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	1.5
PLALAN	1.5
POAPRA	1
POAPRA	1
POAPRA	2
POAPRA	1.5
POAPRA	1
POATRI	1
RANACR	0.5
RANACR	1
RANACR	1
RANACR	1
RANACR	1
RUMACE	2
RUMACE	2
SALPRA	1
SALPRA	1
SALPRA	2
TAROFF	2
TRIFLA	1
TRIFLA	1.5
TRIFLA	1.5
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	0.5
TRIPRA	1
TRIPRA	3
TRIPRA	2
VERPER	0.5
VERPER	0.5
VICSAT	1
ARRELA	1
ARRELA	2
ARRELA	2
BROERE	5
BROERE	4
BROERE	3
BROERE	1
BROERE	2
BROERE	2
BROERE	3
CRESp	2
CRESp	1
CRESp	2
CRESp	1
DACGLO	1
DACGLO	2
DACGLO	1
DAUCAR	1.5
GALVER	1
GALVER	0.5
GALVER	0.5
GERDIS	1
GERDIS	2
GERDIS	1
GERDIS	1
GERROT	0.5
LEUVUL	1
LEUVUL	1
MEDAR	1
MEDAR	2
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	1.5
MEDAR	3
MEDAR	2
PICECH	1
PLALAN	1
PLALAN	1
PLALAN	1.5
PLALAN	2.5
PLALAN	1
PLALAN	1.5
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POATRI	1
POATRI	1
POATRI	1
POATRI	1
RANACR	0.5
RANACR	0.5
SONCHUS	1
TRIFLA	2
TRIFLA	1
VERPER	1
VERPER	1
ARRELA	4
ARRELA	4
ARRELA	5
ARRELA	2
ARRELA	2
ARRELA	1
BROERE	2
BROERE	1
BROERE	4
BROERE	2
BROERE	2
CENJAC	1
CENJAC	2
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	2
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	2
DAUCAR	1
DAUCAR	1
GALVER	0.5
GALVER	1
GALVER	0.5
GALVER	1
GALVER	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	0.5
GERROT	0.5
GERROT	1
GERROT	0.5
MEDAR	3.5
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	5
MEDAR	4
MYORAM	0.1
PLALAN	1
PLALAN	1
POAPRA	2
POAPRA	1
POAPRA	1
POATRI	1
RANACR	0.5
RANACR	0.5
RANACR	0.1
RANACR	1
SALPRA	0.5
SALPRA	0.1
SALPRA	1
TAROFF	1
TRIFLA	1
TRIFLA	4
TRIFLA	1
TRIFLA	3
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	3
ARRELA	2.5
ARRELA	2.5
ARRELA	4
BROMOL	1
BROMOL	0.5
BROMOL	0.5
BROMOL	0.5
BROMOL	1
BROMOL	2
CARCAR	0.5
CENJAC	1
CENJAC	3
CENJAC	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	0.5
ELYREP	1
ERYNGE	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GERDIS	0.5
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1.5
GERDIS	1
GERDIS	1
GERROT	0.5
GERROT	1
LOLPER	1
MEDAR	2
MEDAR	2
MEDAR	2
MYORAM	0.5
MYORAM	1
PICHIE	1
PICHIE	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
RANACR	1
RANACR	2
RANACR	0.5
RUBFRU	1
SALPRA	0.5
SONCHUS	0.5
TAROFF	0.5
TAROFF	1
TRIFLA	2
TRIFLA	1
TRIFLA	3
TRIFLA	3
TRIFLA	3
TRIFLA	2
TRIFLA	2.5
TRIFLA	0.5
TRIPRA	1
TRIPRA	2
TRIPRA	3
VERBOF	0.5
VERBOF	1
ANTODO	1
ANTODO	1
ARRELA	1.5
ARRELA	5
ARRELA	3
ARRELA	2
ARRELA	1.5
ARRELA	1
ARRELA	1
ARRELA	4
ARRELA	2
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	3
CENJAC	0.5
CENJAC	2
CENJAC	1
CENJAC	1
CENJAC	1
DACGLO	2
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	4
DAUCAR	1
DAUCAR	2
DAUCAR	2
DAUCAR	1.5
DAUCAR	1
FESRUB	1
FESRUB	2
FESRUB	1
FESRUB	0.5
FESRUB	1
FESRUB	1
FESRUB	1
FESRUB	0.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	2
GALVER	2
GALVER	1
GERDIS	2
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	1
LEUVUL	1
LEUVUL	1
LEUVUL	1
LEUVUL	1
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	1
MEDAR	2
MEDAR	1
PICHIE	0.5
PICHIE	2.5
PICHIE	1.5
PICHIE	1
PICHIE	2
PICHIE	1
PICHIE	1
PICHIE	2
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	1
POAANG	1
POAANG	1
POAPRA	1
POATRI	1
POATRI	1
POATRI	1
RANACR	0.5
RANACR	0.5
RANACR	1.5
RANACR	2
RANACR	1
RUMACE	1
SALPRA	1
TRAPRA	1
TRIFLA	2
TRIPRA	1
TRIPRA	1
TRIPRA	2
VERPER	0.5
VERPER	0.5
ANTODO	2
ARRELA	3
ARRELA	2.5
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	2.5
ARRELA	2
ARRELA	1
ARRELA	2.5
BROERE	1
BROERE	1
BROERE	1
CARCAR	0.5
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	1
DACGLO	1
DAUCAR	0.1
DAUCAR	0.5
DAUCAR	0.5
ERYNGE	0.5
FESARU	2
FESARU	1
FESARU	2
FESARU	1
FESARU	1
GERDIS	1
GERDIS	2
GERDIS	0.5
GERDIS	1
GERDIS	2
GERDIS	1
GERROT	0.5
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	4
MEDAR	3
MEDAR	3.5
PICHIE	1.5
PICHIE	1
PICHIE	1
PLALAN	1
PLALAN	1
PLALAN	1
POAANG	1
POAPRA	1
POATRI	1
POATRI	2
POATRI	1
POATRI	1
RANACR	2
RANACR	0.5
RUMACE	2
TAROFF	0.5
TAROFF	1.5
TAROFF	2
TRIPRA	1
ARRELA	7
ARRELA	3
ARRELA	2
ARRELA	1
ARRELA	4
BROERE	7
BROERE	1
BROERE	6
BROERE	6
BROERE	5
BROERE	5
BROERE	2
BROERE	5
BROERE	6
BROMOL	1
CENJAC	2
CENJAC	2
CENJAC	1
CRESp	1
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	2
DACGLO	2
DACGLO	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	0.5
GALVER	1
GERDIS	1
GERDIS	2
GERDIS	2
GERDIS	1
GERROT	1
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	2
MEDAR	1
PLALAN	1
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POATRI	1
POATRI	1
POATRI	1
POATRI	1
RANACR	1
RANACR	1
RANACR	0.5
RANACR	0.5
SALPRA	0.5
SALPRA	1
SONCHUS	1
SONCHUS	1
TRIFLA	1
TRIPRA	1.5
TRIPRA	1
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ARRELA	1
ARRELA	3
ARRELA	1
ARRELA	2
ARRELA	4
ARRELA	2
ARRELA	5
ARRELA	5
ARRELA	4
BROERE	1
BROMOL	1
BROMOL	1
BROSTE	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	1
DAUCAR	2
FESARU	1
FESARU	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	0.5
GERDIS	2
GERDIS	1
GERDIS	1
GERROT	1
GERROT	0.5
GERROT	1
GERROT	1
GERROT	1
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	3.5
MEDAR	3
MEDAR	3
MEDAR	4
MEDAR	3
MEDAR	3
PLALAN	1
PLALAN	1
PLALAN	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
RANACR	2
RANACR	1
SALPRA	2
SALPRA	1
TRIFLA	2
TRIFLA	3
TRIFLA	2
TRIFLA	2
TRIFLA	1
TRIFLA	1
ARRELA	1
BROERE	2
BROERE	4
BROERE	5
BROERE	4
BROERE	2
BROERE	4
BROERE	3
BROERE	2
BROERE	3
DAUCAR	1
GERROT	1
MEDAR	4
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	4
MEDAR	2
MEDAR	1
MEDAR	4
MEDAR	2
MYORAM	1
MYORAM	0.5
RANACR	1
RANACR	1
RANACR	0.5
RUMACE	1
RUMACE	1
SALPRA	2
TRIFLA	1
TRIPRA	1.5
TRIPRA	1
TRIPRA	1
ANTODO	1
ARRELA	3
ARRELA	3
ARRELA	1
ARRELA	1
ARRELA	2
BROERE	4
BROERE	3
BROERE	1
BROERE	2
BROERE	2
BROERE	2
DACGLO	3
DACGLO	1.5
DAUCAR	1.5
DAUCAR	0.5
DAUCAR	0.5
GALVER	2
GALVER	1
GALVER	1.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1.5
GERDIS	1
LEUVUL	1
LEUVUL	1
LEUVUL	1
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	4
PLALAN	1
PLALAN	1
PLALAN	1
